 format: day,hour,forecast,value  location:60_127 Start : 20251201 
1,200,6,6
1,200,7,5
1,200,8,4
1,200,9,4
1,200,10,3
1,200,11,2
1,200,12,2
1,200,13,2
1,200,14,2
1,200,15,2
1,200,16,2
1,200,17,2
1,200,18,1
1,200,19,0
1,200,20,0
1,200,21,-1
1,200,22,-1
1,200,23,0
1,200,24,2
1,200,25,2
1,200,26,3
1,200,27,3
1,200,28,2
1,200,29,1
1,200,30,0
1,200,31,-1
1,200,32,-2
1,200,33,-3
1,200,34,-4
1,200,35,-4
1,200,36,-5
1,200,37,-5
1,200,38,-5
1,200,39,-5
1,200,40,-6
1,200,41,-6
1,200,42,-6
1,200,43,-6
1,200,44,-7
1,200,45,-7
1,200,46,-6
1,200,47,-5
1,200,48,-4
1,200,49,-4
1,200,50,-3
1,200,51,-2
1,200,52,-2
1,200,53,-3
1,200,54,-4
1,200,55,-4
1,200,56,-5
1,200,57,-5
1,200,58,-5
1,200,59,-6
1,200,60,-6
1,200,61,-6
1,200,64,-7
1,200,67,-8
1,200,70,-7
1,200,73,-1
1,200,76,2
1,200,79,2
1,200,82,0
1,200,85,-3
1,500,6,4
1,500,7,3
1,500,8,2
1,500,9,2
1,500,10,2
1,500,11,2
1,500,12,2
1,500,13,2
1,500,14,2
1,500,15,1
1,500,16,0
1,500,17,0
1,500,18,-1
1,500,19,-1
1,500,20,0
1,500,21,2
1,500,22,2
1,500,23,3
1,500,24,3
1,500,25,2
1,500,26,1
1,500,27,0
1,500,28,-1
1,500,29,-2
1,500,30,-3
1,500,31,-4
1,500,32,-4
1,500,33,-5
1,500,34,-5
1,500,35,-5
1,500,36,-5
1,500,37,-6
1,500,38,-6
1,500,39,-6
1,500,40,-6
1,500,41,-7
1,500,42,-7
1,500,43,-6
1,500,44,-5
1,500,45,-4
1,500,46,-4
1,500,47,-3
1,500,48,-2
1,500,49,-2
1,500,50,-3
1,500,51,-4
1,500,52,-4
1,500,53,-5
1,500,54,-5
1,500,55,-5
1,500,56,-6
1,500,57,-6
1,500,58,-6
1,500,61,-7
1,500,64,-8
1,500,67,-7
1,500,70,-1
1,500,73,2
1,500,76,2
1,500,79,0
1,500,82,-3
1,800,6,2
1,800,7,2
1,800,8,2
1,800,9,2
1,800,10,2
1,800,11,2
1,800,12,1
1,800,13,0
1,800,14,0
1,800,15,-1
1,800,16,-1
1,800,17,0
1,800,18,2
1,800,19,2
1,800,20,3
1,800,21,3
1,800,22,2
1,800,23,1
1,800,24,0
1,800,25,-1
1,800,26,-2
1,800,27,-3
1,800,28,-4
1,800,29,-4
1,800,30,-5
1,800,31,-5
1,800,32,-5
1,800,33,-5
1,800,34,-6
1,800,35,-6
1,800,36,-6
1,800,37,-6
1,800,38,-7
1,800,39,-7
1,800,40,-6
1,800,41,-5
1,800,42,-4
1,800,43,-4
1,800,44,-3
1,800,45,-2
1,800,46,-2
1,800,47,-3
1,800,48,-4
1,800,49,-4
1,800,50,-5
1,800,51,-5
1,800,52,-5
1,800,53,-6
1,800,54,-6
1,800,55,-6
1,800,56,-7
1,800,57,-7
1,800,58,-7
1,800,59,-8
1,800,60,-8
1,800,61,-8
1,800,62,-8
1,800,63,-8
1,800,64,-7
1,800,65,-5
1,800,66,-3
1,800,67,-1
1,800,68,1
1,800,69,2
1,800,70,2
1,800,71,2
1,800,72,2
1,800,73,2
1,800,74,1
1,800,75,0
1,800,76,0
1,800,77,-1
1,800,78,-2
1,800,79,-3
1,800,82,-4
1,800,85,-5
1,800,88,-5
1,800,91,-1
1,800,94,1
1,800,97,-1
1,800,100,-2
1,800,103,-2
1,1100,6,2
1,1100,7,2
1,1100,8,2
1,1100,9,1
1,1100,10,0
1,1100,11,0
1,1100,12,-1
1,1100,13,-1
1,1100,14,0
1,1100,15,2
1,1100,16,2
1,1100,17,3
1,1100,18,3
1,1100,19,2
1,1100,20,1
1,1100,21,0
1,1100,22,-1
1,1100,23,-2
1,1100,24,-3
1,1100,25,-4
1,1100,26,-4
1,1100,27,-5
1,1100,28,-5
1,1100,29,-5
1,1100,30,-5
1,1100,31,-6
1,1100,32,-6
1,1100,33,-6
1,1100,34,-6
1,1100,35,-7
1,1100,36,-7
1,1100,37,-6
1,1100,38,-5
1,1100,39,-4
1,1100,40,-4
1,1100,41,-3
1,1100,42,-2
1,1100,43,-2
1,1100,44,-3
1,1100,45,-4
1,1100,46,-4
1,1100,47,-5
1,1100,48,-5
1,1100,49,-5
1,1100,50,-6
1,1100,51,-6
1,1100,52,-6
1,1100,53,-7
1,1100,54,-7
1,1100,55,-7
1,1100,56,-8
1,1100,57,-8
1,1100,58,-8
1,1100,59,-8
1,1100,60,-8
1,1100,61,-7
1,1100,62,-5
1,1100,63,-3
1,1100,64,-1
1,1100,65,1
1,1100,66,2
1,1100,67,2
1,1100,68,2
1,1100,69,2
1,1100,70,2
1,1100,71,1
1,1100,72,0
1,1100,73,0
1,1100,74,-1
1,1100,75,-2
1,1100,76,-3
1,1100,79,-4
1,1100,82,-5
1,1100,85,-5
1,1100,88,-1
1,1100,91,1
1,1100,94,-1
1,1100,97,-2
1,1100,100,-2
1,1400,6,1
1,1400,7,0
1,1400,8,0
1,1400,9,-1
1,1400,10,-1
1,1400,11,0
1,1400,12,2
1,1400,13,2
1,1400,14,3
1,1400,15,3
1,1400,16,2
1,1400,17,1
1,1400,18,0
1,1400,19,-1
1,1400,20,-2
1,1400,21,-3
1,1400,22,-4
1,1400,23,-4
1,1400,24,-5
1,1400,25,-5
1,1400,26,-5
1,1400,27,-5
1,1400,28,-6
1,1400,29,-6
1,1400,30,-6
1,1400,31,-6
1,1400,32,-7
1,1400,33,-7
1,1400,34,-6
1,1400,35,-5
1,1400,36,-4
1,1400,37,-4
1,1400,38,-3
1,1400,39,-2
1,1400,40,-2
1,1400,41,-3
1,1400,42,-4
1,1400,43,-4
1,1400,44,-5
1,1400,45,-5
1,1400,46,-5
1,1400,47,-6
1,1400,48,-6
1,1400,49,-6
1,1400,50,-7
1,1400,51,-7
1,1400,52,-7
1,1400,53,-8
1,1400,54,-8
1,1400,55,-8
1,1400,56,-8
1,1400,57,-8
1,1400,58,-7
1,1400,59,-5
1,1400,60,-3
1,1400,61,-1
1,1400,62,1
1,1400,63,2
1,1400,64,2
1,1400,65,2
1,1400,66,2
1,1400,67,2
1,1400,68,1
1,1400,69,0
1,1400,70,0
1,1400,71,-1
1,1400,72,-2
1,1400,73,-3
1,1400,76,-4
1,1400,79,-5
1,1400,82,-5
1,1400,85,-1
1,1400,88,1
1,1400,91,-1
1,1400,94,-2
1,1400,97,-2
1,1700,6,-1
1,1700,7,-1
1,1700,8,0
1,1700,9,1
1,1700,10,2
1,1700,11,2
1,1700,12,2
1,1700,13,2
1,1700,14,1
1,1700,15,-1
1,1700,16,-2
1,1700,17,-3
1,1700,18,-4
1,1700,19,-4
1,1700,20,-5
1,1700,21,-5
1,1700,22,-5
1,1700,23,-6
1,1700,24,-6
1,1700,25,-6
1,1700,26,-7
1,1700,27,-7
1,1700,28,-7
1,1700,29,-7
1,1700,30,-7
1,1700,31,-7
1,1700,32,-6
1,1700,33,-5
1,1700,34,-4
1,1700,35,-4
1,1700,36,-3
1,1700,37,-3
1,1700,38,-4
1,1700,39,-4
1,1700,40,-5
1,1700,41,-5
1,1700,42,-6
1,1700,43,-6
1,1700,44,-7
1,1700,45,-7
1,1700,46,-8
1,1700,47,-8
1,1700,48,-8
1,1700,49,-8
1,1700,50,-8
1,1700,51,-8
1,1700,52,-8
1,1700,53,-8
1,1700,54,-8
1,1700,55,-7
1,1700,56,-5
1,1700,57,-3
1,1700,58,-1
1,1700,59,0
1,1700,60,1
1,1700,61,2
1,1700,62,2
1,1700,63,2
1,1700,64,1
1,1700,65,0
1,1700,66,-2
1,1700,67,-2
1,1700,68,-3
1,1700,69,-3
1,1700,70,-3
1,1700,73,-4
1,1700,76,-5
1,1700,79,-5
1,1700,82,0
1,1700,85,2
1,1700,88,-1
1,1700,91,-2
1,1700,94,-2
1,2000,6,1
1,2000,7,2
1,2000,8,2
1,2000,9,2
1,2000,10,2
1,2000,11,1
1,2000,12,-1
1,2000,13,-2
1,2000,14,-3
1,2000,15,-4
1,2000,16,-4
1,2000,17,-5
1,2000,18,-5
1,2000,19,-5
1,2000,20,-6
1,2000,21,-6
1,2000,22,-6
1,2000,23,-7
1,2000,24,-7
1,2000,25,-7
1,2000,26,-7
1,2000,27,-7
1,2000,28,-7
1,2000,29,-6
1,2000,30,-5
1,2000,31,-4
1,2000,32,-4
1,2000,33,-3
1,2000,34,-3
1,2000,35,-4
1,2000,36,-4
1,2000,37,-5
1,2000,38,-5
1,2000,39,-6
1,2000,40,-6
1,2000,41,-7
1,2000,42,-7
1,2000,43,-8
1,2000,44,-8
1,2000,45,-8
1,2000,46,-8
1,2000,47,-8
1,2000,48,-8
1,2000,49,-8
1,2000,50,-8
1,2000,51,-8
1,2000,52,-7
1,2000,53,-5
1,2000,54,-3
1,2000,55,-1
1,2000,56,0
1,2000,57,1
1,2000,58,2
1,2000,59,2
1,2000,60,2
1,2000,61,1
1,2000,62,0
1,2000,63,-2
1,2000,64,-2
1,2000,65,-3
1,2000,66,-3
1,2000,67,-3
1,2000,70,-4
1,2000,73,-5
1,2000,76,-5
1,2000,79,0
1,2000,82,2
1,2000,85,-1
1,2000,88,-2
1,2000,91,-2
1,2300,6,2
1,2300,7,2
1,2300,8,1
1,2300,9,-1
1,2300,10,-2
1,2300,11,-3
1,2300,12,-4
1,2300,13,-4
1,2300,14,-5
1,2300,15,-5
1,2300,16,-5
1,2300,17,-6
1,2300,18,-6
1,2300,19,-6
1,2300,20,-7
1,2300,21,-7
1,2300,22,-7
1,2300,23,-7
1,2300,24,-7
1,2300,25,-7
1,2300,26,-6
1,2300,27,-5
1,2300,28,-4
1,2300,29,-4
1,2300,30,-3
1,2300,31,-3
1,2300,32,-4
1,2300,33,-4
1,2300,34,-5
1,2300,35,-5
1,2300,36,-6
1,2300,37,-6
1,2300,38,-7
1,2300,39,-7
1,2300,40,-8
1,2300,41,-8
1,2300,42,-8
1,2300,43,-8
1,2300,44,-8
1,2300,45,-8
1,2300,46,-8
1,2300,47,-8
1,2300,48,-8
1,2300,49,-7
1,2300,50,-5
1,2300,51,-3
1,2300,52,-1
1,2300,53,0
1,2300,54,1
1,2300,55,2
1,2300,56,2
1,2300,57,2
1,2300,58,1
1,2300,59,0
1,2300,60,-2
1,2300,61,-2
1,2300,62,-3
1,2300,63,-3
1,2300,64,-3
1,2300,67,-4
1,2300,70,-5
1,2300,73,-5
1,2300,76,0
1,2300,79,2
1,2300,82,-1
1,2300,85,-2
1,2300,88,-2
 Start : 20251202 ,,,
2,200,6,-1
2,200,7,-2
2,200,8,-3
2,200,9,-4
2,200,10,-4
2,200,11,-5
2,200,12,-5
2,200,13,-5
2,200,14,-6
2,200,15,-6
2,200,16,-6
2,200,17,-7
2,200,18,-7
2,200,19,-7
2,200,20,-7
2,200,21,-7
2,200,22,-7
2,200,23,-6
2,200,24,-5
2,200,25,-4
2,200,26,-4
2,200,27,-3
2,200,28,-3
2,200,29,-4
2,200,30,-4
2,200,31,-5
2,200,32,-5
2,200,33,-6
2,200,34,-6
2,200,35,-7
2,200,36,-7
2,200,37,-8
2,200,38,-8
2,200,39,-8
2,200,40,-8
2,200,41,-8
2,200,42,-8
2,200,43,-8
2,200,44,-8
2,200,45,-8
2,200,46,-7
2,200,47,-5
2,200,48,-3
2,200,49,-1
2,200,50,0
2,200,51,1
2,200,52,2
2,200,53,2
2,200,54,2
2,200,55,1
2,200,56,0
2,200,57,-2
2,200,58,-2
2,200,59,-3
2,200,60,-3
2,200,61,-3
2,200,64,-4
2,200,67,-5
2,200,70,-5
2,200,73,0
2,200,76,2
2,200,79,-1
2,200,82,-2
2,200,85,-2
2,500,6,-3
2,500,7,-4
2,500,8,-5
2,500,9,-5
2,500,10,-5
2,500,11,-6
2,500,12,-6
2,500,13,-6
2,500,14,-7
2,500,15,-7
2,500,16,-7
2,500,17,-7
2,500,18,-7
2,500,19,-7
2,500,20,-6
2,500,21,-5
2,500,22,-4
2,500,23,-4
2,500,24,-3
2,500,25,-3
2,500,26,-4
2,500,27,-4
2,500,28,-5
2,500,29,-5
2,500,30,-6
2,500,31,-6
2,500,32,-7
2,500,33,-7
2,500,34,-8
2,500,35,-8
2,500,36,-8
2,500,37,-8
2,500,38,-8
2,500,39,-8
2,500,40,-8
2,500,41,-8
2,500,42,-8
2,500,43,-7
2,500,44,-5
2,500,45,-3
2,500,46,-1
2,500,47,0
2,500,48,1
2,500,49,2
2,500,50,2
2,500,51,2
2,500,52,1
2,500,53,0
2,500,54,-2
2,500,55,-2
2,500,56,-3
2,500,57,-3
2,500,58,-3
2,500,61,-4
2,500,64,-5
2,500,67,-5
2,500,70,0
2,500,73,2
2,500,76,-1
2,500,79,-2
2,500,82,-2
2,800,6,-5
2,800,7,-5
2,800,8,-6
2,800,9,-6
2,800,10,-7
2,800,11,-7
2,800,12,-8
2,800,13,-8
2,800,14,-8
2,800,15,-8
2,800,16,-7
2,800,17,-6
2,800,18,-5
2,800,19,-5
2,800,20,-4
2,800,21,-3
2,800,22,-4
2,800,23,-4
2,800,24,-5
2,800,25,-6
2,800,26,-6
2,800,27,-7
2,800,28,-7
2,800,29,-7
2,800,30,-8
2,800,31,-8
2,800,32,-8
2,800,33,-8
2,800,34,-8
2,800,35,-8
2,800,36,-8
2,800,37,-8
2,800,38,-8
2,800,39,-8
2,800,40,-8
2,800,41,-6
2,800,42,-3
2,800,43,-1
2,800,44,0
2,800,45,1
2,800,46,2
2,800,47,1
2,800,48,1
2,800,49,1
2,800,50,1
2,800,51,0
2,800,52,-1
2,800,53,-2
2,800,54,-2
2,800,55,-3
2,800,56,-3
2,800,57,-3
2,800,58,-4
2,800,59,-4
2,800,60,-5
2,800,61,-5
2,800,62,-5
2,800,63,-5
2,800,64,-5
2,800,65,-3
2,800,66,-1
2,800,67,0
2,800,68,1
2,800,69,2
2,800,70,2
2,800,71,2
2,800,72,1
2,800,73,-1
2,800,74,-1
2,800,75,-1
2,800,76,-2
2,800,77,-2
2,800,78,-2
2,800,79,-2
2,800,82,-2
2,800,85,-2
2,800,88,0
2,800,91,4
2,800,94,5
2,800,97,5
2,800,100,4
2,800,103,5
2,1100,6,-5
2,1100,7,-6
2,1100,8,-7
2,1100,9,-8
2,1100,10,-8
2,1100,11,-8
2,1100,12,-8
2,1100,13,-7
2,1100,14,-6
2,1100,15,-5
2,1100,16,-5
2,1100,17,-4
2,1100,18,-3
2,1100,19,-4
2,1100,20,-4
2,1100,21,-5
2,1100,22,-6
2,1100,23,-6
2,1100,24,-7
2,1100,25,-7
2,1100,26,-7
2,1100,27,-8
2,1100,28,-8
2,1100,29,-8
2,1100,30,-8
2,1100,31,-8
2,1100,32,-8
2,1100,33,-8
2,1100,34,-8
2,1100,35,-8
2,1100,36,-8
2,1100,37,-8
2,1100,38,-6
2,1100,39,-3
2,1100,40,-1
2,1100,41,0
2,1100,42,1
2,1100,43,2
2,1100,44,1
2,1100,45,1
2,1100,46,1
2,1100,47,1
2,1100,48,0
2,1100,49,-1
2,1100,50,-2
2,1100,51,-2
2,1100,52,-3
2,1100,53,-3
2,1100,54,-3
2,1100,55,-4
2,1100,56,-4
2,1100,57,-5
2,1100,58,-5
2,1100,59,-5
2,1100,60,-5
2,1100,61,-5
2,1100,62,-3
2,1100,63,-1
2,1100,64,0
2,1100,65,1
2,1100,66,2
2,1100,67,2
2,1100,68,2
2,1100,69,1
2,1100,70,-1
2,1100,71,-1
2,1100,72,-1
2,1100,73,-2
2,1100,74,-2
2,1100,75,-2
2,1100,76,-2
2,1100,79,-2
2,1100,82,-2
2,1100,85,0
2,1100,88,4
2,1100,91,5
2,1100,94,5
2,1100,97,4
2,1100,100,5
2,1400,6,-8
2,1400,7,-8
2,1400,8,-8
2,1400,9,-8
2,1400,10,-7
2,1400,11,-6
2,1400,12,-5
2,1400,13,-5
2,1400,14,-4
2,1400,15,-3
2,1400,16,-4
2,1400,17,-4
2,1400,18,-5
2,1400,19,-6
2,1400,20,-6
2,1400,21,-7
2,1400,22,-7
2,1400,23,-7
2,1400,24,-8
2,1400,25,-8
2,1400,26,-8
2,1400,27,-8
2,1400,28,-8
2,1400,29,-8
2,1400,30,-8
2,1400,31,-8
2,1400,32,-8
2,1400,33,-8
2,1400,34,-8
2,1400,35,-6
2,1400,36,-3
2,1400,37,-1
2,1400,38,0
2,1400,39,1
2,1400,40,2
2,1400,41,1
2,1400,42,1
2,1400,43,1
2,1400,44,1
2,1400,45,0
2,1400,46,-1
2,1400,47,-2
2,1400,48,-2
2,1400,49,-3
2,1400,50,-3
2,1400,51,-3
2,1400,52,-4
2,1400,53,-4
2,1400,54,-5
2,1400,55,-5
2,1400,56,-5
2,1400,57,-5
2,1400,58,-5
2,1400,59,-3
2,1400,60,-1
2,1400,61,0
2,1400,62,1
2,1400,63,2
2,1400,64,2
2,1400,65,2
2,1400,66,1
2,1400,67,-1
2,1400,68,-1
2,1400,69,-1
2,1400,70,-2
2,1400,71,-2
2,1400,72,-2
2,1400,73,-2
2,1400,76,-2
2,1400,79,-2
2,1400,82,0
2,1400,85,4
2,1400,88,5
2,1400,91,5
2,1400,94,4
2,1400,97,5
2,1700,6,-8
2,1700,7,-7
2,1700,8,-6
2,1700,9,-5
2,1700,10,-5
2,1700,11,-4
2,1700,12,-3
2,1700,13,-4
2,1700,14,-4
2,1700,15,-5
2,1700,16,-6
2,1700,17,-6
2,1700,18,-7
2,1700,19,-7
2,1700,20,-7
2,1700,21,-8
2,1700,22,-8
2,1700,23,-8
2,1700,24,-8
2,1700,25,-8
2,1700,26,-8
2,1700,27,-8
2,1700,28,-8
2,1700,29,-8
2,1700,30,-8
2,1700,31,-8
2,1700,32,-6
2,1700,33,-3
2,1700,34,-1
2,1700,35,0
2,1700,36,1
2,1700,37,2
2,1700,38,1
2,1700,39,1
2,1700,40,1
2,1700,41,1
2,1700,42,0
2,1700,43,-1
2,1700,44,-2
2,1700,45,-2
2,1700,46,-3
2,1700,47,-4
2,1700,48,-4
2,1700,49,-4
2,1700,50,-5
2,1700,51,-5
2,1700,52,-5
2,1700,53,-5
2,1700,54,-5
2,1700,55,-5
2,1700,56,-4
2,1700,57,-2
2,1700,58,0
2,1700,59,1
2,1700,60,1
2,1700,61,2
2,1700,62,1
2,1700,63,0
2,1700,64,-1
2,1700,65,-1
2,1700,66,-2
2,1700,67,-2
2,1700,68,-2
2,1700,69,-3
2,1700,70,-3
2,1700,73,-2
2,1700,76,-1
2,1700,79,0
2,1700,82,5
2,1700,85,6
2,1700,88,4
2,1700,91,3
2,1700,94,3
2,2000,6,-5
2,2000,7,-5
2,2000,8,-4
2,2000,9,-3
2,2000,10,-4
2,2000,11,-4
2,2000,12,-5
2,2000,13,-6
2,2000,14,-6
2,2000,15,-7
2,2000,16,-7
2,2000,17,-7
2,2000,18,-8
2,2000,19,-8
2,2000,20,-8
2,2000,21,-8
2,2000,22,-8
2,2000,23,-8
2,2000,24,-8
2,2000,25,-8
2,2000,26,-8
2,2000,27,-8
2,2000,28,-8
2,2000,29,-6
2,2000,30,-3
2,2000,31,-1
2,2000,32,0
2,2000,33,1
2,2000,34,2
2,2000,35,1
2,2000,36,1
2,2000,37,1
2,2000,38,1
2,2000,39,0
2,2000,40,-1
2,2000,41,-2
2,2000,42,-2
2,2000,43,-3
2,2000,44,-4
2,2000,45,-4
2,2000,46,-4
2,2000,47,-5
2,2000,48,-5
2,2000,49,-5
2,2000,50,-5
2,2000,51,-5
2,2000,52,-5
2,2000,53,-4
2,2000,54,-2
2,2000,55,0
2,2000,56,1
2,2000,57,1
2,2000,58,2
2,2000,59,1
2,2000,60,0
2,2000,61,-1
2,2000,62,-1
2,2000,63,-2
2,2000,64,-2
2,2000,65,-2
2,2000,66,-3
2,2000,67,-3
2,2000,70,-2
2,2000,73,-1
2,2000,76,0
2,2000,79,5
2,2000,82,6
2,2000,85,4
2,2000,88,3
2,2000,91,3
2,2300,6,-3
2,2300,7,-4
2,2300,8,-4
2,2300,9,-5
2,2300,10,-6
2,2300,11,-6
2,2300,12,-7
2,2300,13,-7
2,2300,14,-7
2,2300,15,-8
2,2300,16,-8
2,2300,17,-8
2,2300,18,-8
2,2300,19,-8
2,2300,20,-8
2,2300,21,-8
2,2300,22,-8
2,2300,23,-8
2,2300,24,-8
2,2300,25,-8
2,2300,26,-6
2,2300,27,-3
2,2300,28,-1
2,2300,29,0
2,2300,30,1
2,2300,31,2
2,2300,32,1
2,2300,33,1
2,2300,34,1
2,2300,35,1
2,2300,36,0
2,2300,37,-1
2,2300,38,-2
2,2300,39,-2
2,2300,40,-3
2,2300,41,-4
2,2300,42,-4
2,2300,43,-4
2,2300,44,-5
2,2300,45,-5
2,2300,46,-5
2,2300,47,-5
2,2300,48,-5
2,2300,49,-5
2,2300,50,-4
2,2300,51,-2
2,2300,52,0
2,2300,53,1
2,2300,54,1
2,2300,55,2
2,2300,56,1
2,2300,57,0
2,2300,58,-1
2,2300,59,-1
2,2300,60,-2
2,2300,61,-2
2,2300,62,-2
2,2300,63,-3
2,2300,64,-3
2,2300,67,-2
2,2300,70,-1
2,2300,73,0
2,2300,76,5
2,2300,79,6
2,2300,82,4
2,2300,85,3
2,2300,88,3
 Start : 20251203 ,,,
3,200,6,-5
3,200,7,-6
3,200,8,-6
3,200,9,-7
3,200,10,-7
3,200,11,-7
3,200,12,-8
3,200,13,-8
3,200,14,-8
3,200,15,-8
3,200,16,-8
3,200,17,-8
3,200,18,-8
3,200,19,-8
3,200,20,-8
3,200,21,-8
3,200,22,-8
3,200,23,-6
3,200,24,-3
3,200,25,-1
3,200,26,0
3,200,27,1
3,200,28,2
3,200,29,1
3,200,30,1
3,200,31,1
3,200,32,1
3,200,33,0
3,200,34,-1
3,200,35,-2
3,200,36,-2
3,200,37,-3
3,200,38,-4
3,200,39,-4
3,200,40,-4
3,200,41,-5
3,200,42,-5
3,200,43,-5
3,200,44,-5
3,200,45,-5
3,200,46,-5
3,200,47,-4
3,200,48,-2
3,200,49,0
3,200,50,1
3,200,51,1
3,200,52,2
3,200,53,1
3,200,54,0
3,200,55,-1
3,200,56,-1
3,200,57,-2
3,200,58,-2
3,200,59,-2
3,200,60,-3
3,200,61,-3
3,200,64,-2
3,200,67,-1
3,200,70,0
3,200,73,5
3,200,76,6
3,200,79,4
3,200,82,3
3,200,85,3
3,500,6,-7
3,500,7,-7
3,500,8,-7
3,500,9,-8
3,500,10,-8
3,500,11,-8
3,500,12,-8
3,500,13,-8
3,500,14,-8
3,500,15,-8
3,500,16,-8
3,500,17,-8
3,500,18,-8
3,500,19,-8
3,500,20,-6
3,500,21,-3
3,500,22,-1
3,500,23,0
3,500,24,1
3,500,25,2
3,500,26,1
3,500,27,1
3,500,28,1
3,500,29,1
3,500,30,0
3,500,31,-1
3,500,32,-2
3,500,33,-2
3,500,34,-3
3,500,35,-4
3,500,36,-4
3,500,37,-4
3,500,38,-5
3,500,39,-5
3,500,40,-5
3,500,41,-5
3,500,42,-5
3,500,43,-5
3,500,44,-4
3,500,45,-2
3,500,46,0
3,500,47,1
3,500,48,1
3,500,49,2
3,500,50,1
3,500,51,0
3,500,52,-1
3,500,53,-1
3,500,54,-2
3,500,55,-2
3,500,56,-2
3,500,57,-3
3,500,58,-3
3,500,61,-2
3,500,64,-1
3,500,67,0
3,500,70,5
3,500,73,6
3,500,76,4
3,500,79,3
3,500,82,3
3,800,6,-8
3,800,7,-9
3,800,8,-9
3,800,9,-9
3,800,10,-9
3,800,11,-9
3,800,12,-9
3,800,13,-9
3,800,14,-9
3,800,15,-9
3,800,16,-9
3,800,17,-7
3,800,18,-5
3,800,19,-3
3,800,20,-2
3,800,21,0
3,800,22,1
3,800,23,1
3,800,24,-1
3,800,25,0
3,800,26,0
3,800,27,0
3,800,28,0
3,800,29,-2
3,800,30,-2
3,800,31,-3
3,800,32,-4
3,800,33,-4
3,800,34,-4
3,800,35,-5
3,800,36,-5
3,800,37,-6
3,800,38,-6
3,800,39,-6
3,800,40,-5
3,800,41,-4
3,800,42,-2
3,800,43,0
3,800,44,1
3,800,45,2
3,800,46,2
3,800,47,1
3,800,48,0
3,800,49,-1
3,800,50,-1
3,800,51,-2
3,800,52,-2
3,800,53,-3
3,800,54,-3
3,800,55,-3
3,800,56,-3
3,800,57,-3
3,800,58,-2
3,800,59,-2
3,800,60,-2
3,800,61,-2
3,800,62,-1
3,800,63,-1
3,800,64,0
3,800,65,1
3,800,66,3
3,800,67,4
3,800,68,5
3,800,69,6
3,800,70,6
3,800,71,6
3,800,72,5
3,800,73,5
3,800,74,4
3,800,75,4
3,800,76,4
3,800,77,4
3,800,78,4
3,800,79,3
3,800,82,3
3,800,85,3
3,800,88,3
3,800,91,8
3,800,94,11
3,800,97,8
3,800,100,6
3,800,103,4
3,1100,6,-9
3,1100,7,-9
3,1100,8,-9
3,1100,9,-9
3,1100,10,-9
3,1100,11,-9
3,1100,12,-9
3,1100,13,-9
3,1100,14,-7
3,1100,15,-5
3,1100,16,-3
3,1100,17,-2
3,1100,18,0
3,1100,19,1
3,1100,20,1
3,1100,21,-1
3,1100,22,0
3,1100,23,0
3,1100,24,0
3,1100,25,0
3,1100,26,-2
3,1100,27,-2
3,1100,28,-3
3,1100,29,-4
3,1100,30,-4
3,1100,31,-4
3,1100,32,-5
3,1100,33,-5
3,1100,34,-6
3,1100,35,-6
3,1100,36,-6
3,1100,37,-5
3,1100,38,-4
3,1100,39,-2
3,1100,40,0
3,1100,41,1
3,1100,42,2
3,1100,43,2
3,1100,44,1
3,1100,45,0
3,1100,46,-1
3,1100,47,-1
3,1100,48,-2
3,1100,49,-2
3,1100,50,-3
3,1100,51,-3
3,1100,52,-3
3,1100,53,-3
3,1100,54,-3
3,1100,55,-2
3,1100,56,-2
3,1100,57,-2
3,1100,58,-2
3,1100,59,-1
3,1100,60,-1
3,1100,61,0
3,1100,62,1
3,1100,63,3
3,1100,64,4
3,1100,65,5
3,1100,66,6
3,1100,67,6
3,1100,68,6
3,1100,69,5
3,1100,70,5
3,1100,71,4
3,1100,72,4
3,1100,73,4
3,1100,74,4
3,1100,75,4
3,1100,76,3
3,1100,79,3
3,1100,82,3
3,1100,85,3
3,1100,88,8
3,1100,91,11
3,1100,94,8
3,1100,97,6
3,1100,100,4
3,1400,6,-9
3,1400,7,-9
3,1400,8,-9
3,1400,9,-9
3,1400,10,-9
3,1400,11,-7
3,1400,12,-5
3,1400,13,-3
3,1400,14,-2
3,1400,15,0
3,1400,16,1
3,1400,17,1
3,1400,18,-1
3,1400,19,0
3,1400,20,0
3,1400,21,0
3,1400,22,0
3,1400,23,-2
3,1400,24,-2
3,1400,25,-3
3,1400,26,-4
3,1400,27,-4
3,1400,28,-4
3,1400,29,-5
3,1400,30,-5
3,1400,31,-6
3,1400,32,-6
3,1400,33,-6
3,1400,34,-5
3,1400,35,-4
3,1400,36,-2
3,1400,37,0
3,1400,38,1
3,1400,39,2
3,1400,40,2
3,1400,41,1
3,1400,42,0
3,1400,43,-1
3,1400,44,-1
3,1400,45,-2
3,1400,46,-2
3,1400,47,-3
3,1400,48,-3
3,1400,49,-3
3,1400,50,-3
3,1400,51,-3
3,1400,52,-2
3,1400,53,-2
3,1400,54,-2
3,1400,55,-2
3,1400,56,-1
3,1400,57,-1
3,1400,58,0
3,1400,59,1
3,1400,60,3
3,1400,61,4
3,1400,62,5
3,1400,63,6
3,1400,64,6
3,1400,65,6
3,1400,66,5
3,1400,67,5
3,1400,68,4
3,1400,69,4
3,1400,70,4
3,1400,71,4
3,1400,72,4
3,1400,73,3
3,1400,76,3
3,1400,79,3
3,1400,82,3
